KORRECDP|OECD based Recession Indicators for Korea from the Peak through the Period preceding the Trough|+1 or 0
LUXRECDP|OECD based Recession Indicators for Luxembourg from the Peak through the Period preceding the Trough|+1 or 0
MAJOR5ASIARECDP|OECD based Recession Indicators for Major 5 Asia from the Peak through the Period preceding the Trough|+1 or 0
MEXRECDP|OECD based Recession Indicators for Mexico from the Peak through the Period preceding the Trough|+1 or 0
MSCRECDP|OECD based Recession Indicators for Major Seven Countries from the Peak through the Period preceding the Trough|+1 or 0
NAFTARECDP|OECD based Recession Indicators for NAFTA Area from the Peak through the Period preceding the Trough|+1 or 0
NDLRECDP|OECD based Recession Indicators for Netherlands from the Peak through the Period preceding the Trough|+1 or 0
NORRECDP|OECD based Recession Indicators for Norway from the Peak through the Period preceding the Trough|+1 or 0
NZLRECDP|OECD based Recession Indicators for New Zealand from the Peak through the Period preceding the Trough|+1 or 0
OECDEUROPERECDP|OECD based Recession Indicators for OECD Europe from the Peak through the Period preceding the Trough|+1 or 0
OECDNMERECDP|OECD based Recession Indicators for OECD and Non-member Economies from the Peak through the Period preceding the Trough|+1 or 0
OECDRECDP|OECD based Recession Indicators for the OECD Total Area from the Peak through the Period preceding the Trough|+1 or 0
POLRECDP|OECD based Recession Indicators for Poland from the Peak through the Period preceding the Trough|+1 or 0
PRTRECDP|OECD based Recession Indicators for Portugal from the Peak through the Period preceding the Trough|+1 or 0
RUSRECDP|OECD based Recession Indicators for Russian Federation from the Peak through the Period preceding the Trough|+1 or 0
SVKRECDP|OECD based Recession Indicators for the Slovak Republic from the Peak through the Period preceding the Trough|+1 or 0
SVNRECDP|OECD based Recession Indicators for Slovenia from the Peak through the Period preceding the Trough|+1 or 0
SWERECDP|OECD based Recession Indicators for Sweden from the Peak through the Period preceding the Trough|+1 or 0
TURRECDP|OECD based Recession Indicators for Turkey from the Peak through the Period preceding the Trough|+1 or 0
USARECDP|OECD based Recession Indicators for the United States from the Peak through the Period preceding the Trough|+1 or 0
ZAFRECDP|OECD based Recession Indicators for South Africa from the Peak through the Period preceding the Trough|+1 or 0
VIXCLS|CBOE Volatility Index: VIX|Index
DTWEXAFEGS|Trade Weighted U.S. Dollar Index: Advanced Foreign Economies, Goods and Services|Index Jan 2006=100
DTWEXBGS|Trade Weighted U.S. Dollar Index: Broad, Goods and Services|Index Jan 2006=100
DTWEXEMEGS|Trade Weighted U.S. Dollar Index: Emerging Markets Economies, Goods and Services|Index Jan 2006=100
